cust_id,cust_name,cust_email,cust_phone,cust_addr,cust_city,cust_state,cust_country,cust_postal,cust_seg,acq_date,cust_status,ltv_calc,cust_rep,last_purch_dt
CUST00487,Lisa Johnson,ljohnson@outlook.com,3009928263,2453 Main Ln,San Diego,SD,USA,7366,IND,2021-04-09,Churned,,REP004,2021-08-22
CUST00488,Mark Rodriguez,mrodriguez@outlook.com,(603) 842-8768,6609 Hill Dr,Chicago,IL,USA,21689,MID,2025-01-26,Active,15778.59,REP046,2025-03-18
CUST00489,Richard Thompson,rthompson@gmail.com,7854253168,8222 Hill Ln,Fort Worth,DE,USA,97539,RET,2023-04-02,Churned,13303.47,REP004,2023-07-22
CUST00490,David Nguyen,nguyend@gmail.com,309-798-5098,7689 Lake Blvd,Philadelphia,CA,USA,22093,IND,2022-10-24,Inactive,29490.75,REP012,2022-12-11
CUST00491,Pinnacle Systems,pinnacle.systems@business.net,+1-348-997-2883,6791 Main Ln,San Diego,OR,USA,13003,IND,2023-05-10,Churned,29471.72,REP047,2023-11-01
CUST00492,Betty Baker,betty.baker@yahoo.com,+1-186-774-3800,2708 Oak Way,El Paso,TX,USA,80657,IND,2021-09-01,Churned,34368.7,REP026,2024-03-17
CUST00493,George Jones,gjones@outlook.com,340-540-9877,719 Elm St,Washington,VT,USA,81078,NPO,2023-12-07,Active,29951.32,REP045,2024-11-04
CUST00494,Prime Industries,pindustries@company.com,619-568-1586,9012 Washington Pl,Fort Worth,NM,USA,96078,MID,2022-09-03,Pending,ERROR,REP018,2025-02-22
CUST00495,Robert Flores,robert.flores@hotmail.com,4276284213,725 Hill Ln,El Paso,ND,USA,99435,STR,2021-05-11,Suspended,34805.53,REP002,2024-11-16
CUST00496,Margaret Carter,mcarter@company.com,972-483-5396,2399 Elm Dr,Philadelphia,SD,USA,99591,RET,2023-03-11,Suspended,42352.48,REP026,2024-04-04
CUST00497,Joseph Gonzalez,joseph.gonzalez@business.net,282-451-7374,5725 Hill Ln,Houston,IA,China,W7L 6A8,RET,2024-01-24,Active,19375.33,REP036,2024-11-12
CUST00498,Michelle Lee,mlee@business.net,(215) 592-8933,1509 Elm Rd,Fort Worth,MD,USA,24093,EDU,2023-09-26,Active,10194.63,REP014,
CUST00499,Margaret Flores,margaret_flores@hotmail.com,966-253-2787,7581 Washington Ave,Nashville,PA,USA,89307,MID,2022-03-16,Active,435.65,REP024,2024-07-22
CUST00500,Catalyst Consulting,catalyst_consulting@example.org,525-911-8369,8172 Elm Ln,Detroit,TX,USA,87112,NPO,2022-12-15,Inactive,39850.46,REP021,2024-01-30
CUST00501,Michelle Jackson,michelle_jackson@business.net,(126) 239-1102,3973 Maple Ave,Austin,MA,USA,5371,SMB,2021-12-31,Active,31707.55,REP028,2024-10-24
CUST00502,Susan Baker,susan_baker@company.com,533-559-8226,6101 Hill Blvd,Jacksonville,ME,USA,78921,STR,2021-07-25,Churned,8726.41,REP035,2023-02-26
CUST00503,Michael Mitchell,mitchellm@gmail.com,+1-525-368-9020,496 Hill Blvd,Portland,NM,USA,97183,IND,2021-10-01,Inactive,9115.19,REP023,2022-10-25
CUST00504,Christopher Taylor,taylorc@company.com,1546623976,2081 Lake Blvd,Chicago,NJ,USA,38478,WHS,2023-01-14,Suspended,,REP002,
CUST00505,Susan Martinez,martinezs@business.net,341-666-3357,5346 Hill Dr,Dallas,NE,USA,70689,IND,2024-03-26,Pending,40431.27,REP019,2025-01-10
CUST00506,ABC Corp,acorp@hotmail.com,1564395038,8734 Lake Ave,San Antonio,NY,USA,28124,WHS,2022-06-19,Active,47295.63,REP034,2024-11-21
CUST00507,Tech Innovations,tech.innovations@gmail.com,+16316159288,3550 Elm Ln,Philadelphia,KS,USA,17979,SMB,2021-07-21,Churned,13978.7,REP020,2022-04-22
CUST00508,Omega Ventures,oventures@example.org,7791242515,1028 Cedar St,Denver,NE,Canada,S8C 2E7,SMB,2024-03-18,Active,,REP008,2025-01-05
CUST00509,Global Solutions,gsolutions@gmail.com,5572396618,4174 Cedar Rd,Los Angeles,ME,USA,54212,STR,2023-08-01,Active,33050.83,REP030,2024-09-23
CUST00510,Kevin Martin,kevin_martin@gmail.com,690-780-6351,6108 Elm Way,Chicago,WV,USA,3795,WHS,2023-12-03,Inactive,6497.35,REP045,2024-01-25
CUST00511,Mary Roberts,robertsm@company.com,(880) 233-4473,7021 Oak Ln,Washington,HI,USA,46428,SMB,2021-07-19,Churned,31009.3,REP029,2022-10-30
CUST00512,Jennifer Ramirez,jramirez@example.org,(367) 984-3598,376 Elm Way,Charlotte,OR,Japan,Z5T 2L8,WHS,2023-05-23,Active,49902.17,REP024,2025-01-16
CUST00513,Summit Enterprises,senterprises@hotmail.com,6673352644,6631 Pine Ave,Charlotte,HI,USA,1176,ENT,2023-09-10,Inactive,33542.7,REP029,2023-12-27
CUST00514,Strategic Partners,strategic.partners@hotmail.com,,5541 Oak St,San Jose,MS,Germany,G7F 2W4,SMB,2021-08-10,Inactive,,REP023,2023-07-12
CUST00515,Kimberly Baker,kbaker@hotmail.com,3609588167,7256 Maple Ave,Jacksonville,PA,USA,28117,IND,2022-12-29,Churned,,REP018,2024-03-30
CUST00516,Sandra Miller,sandra_miller@hotmail.com,,9507 Main Ln,San Diego,TX,Canada,F1I 9B5,WHS,2022-09-29,Inactive,46470.13,REP026,2023-09-02
CUST00517,Kimberly Young,kimberly_young@example.org,5963931804,,San Diego,ID,USA,37647,RET,2024-08-01,Suspended,29796.55,REP038,2024-09-27
CUST00518,Linda Flores,linda.flores@hotmail.com,+11915201899,1657 Hill Ave,San Diego,MS,USA,84915,RET,2023-07-03,Inactive,44259.05,REP050,2023-07-18
CUST00519,Elizabeth Davis,edavis@business.net,+1-647-241-3633,8651 Hill Rd,Denver,NH,France,A9F 1Z1,GOV,2021-06-21,Inactive,20997.5,REP021,2023-12-18
CUST00520,Jennifer Lopez,jennifer.lopez@business.net,5748437424,919 Pine St,Denver,MN,USA,21591,WHS,2022-01-22,Inactive,,REP003,2024-03-10
CUST00521,Emily Adams,adamse@company.com,7195315637,6387 Hill Rd,Detroit,KY,Australia,O9J,MID,2022-05-24,Churned,,REP036,2023-05-21
CUST00522,Matthew Martinez,matthew.martinez@company.com,5045913479,9962 Oak Way,New York,SC,Canada,G2S 4L3,STR,2021-11-24,Inactive,5487.23,REP014,2023-11-22
CUST00523,Anthony Smith,asmith#outlook.com,(898) 949-1359,7127 Elm St,San Antonio,VT,USA,8263,NPO,2022-12-01,Inactive,23555.31,REP048,2023-06-10
CUST00524,Deborah Jones,djones@company.com,199-378-2304,5448 Maple Way,Boston,MO,China,V9T 4W7,WHS,2023-11-23,Churned,15649.63,REP033,2024-01-26
CUST00525,Nancy Hall,nhall@example.org,(839) 713-3958,1253 Lake Ave,Columbus,UT,USA,88119,RET,2021-07-04,Churned,27806.45,REP026,2023-05-05
CUST00526,Nexus Corporation,nexus_corporation@gmail.com,2831485805,6244 Pine Way,Columbus,NY,USA,67121,GOV,2024-12-23,Active,41027.55,REP020,2025-03-15
CUST00527,Margaret Young,margaret.young@outlook.com,3649187626,2243 Maple Way,Austin,VT,USA,92919,EDU,2023-06-27,Pending,17416.47,REP004,
CUST00528,Delta Dynamics,delta_dynamics@hotmail.com,(237) 882-6177,6203 Hill Dr,Seattle,ND,USA,10802,RET,2021-08-31,Inactive,,REP034,2022-08-24
CUST00529,Donald Rivera,drivera@company.com,835-518-5310,,San Diego,WV,USA,39881,NPO,2023-10-10,Inactive,29478.24,REP025,2024-02-17
CUST00530,Paul Brown,brownp@company.com,+1-470-916-5396,5105 Elm Dr,Boston,NJ,USA,35796,ENT,2023-08-03,Active,47228.77,REP010,2025-02-20
CUST00531,Mark Jackson,mark_jackson@gmail.com,348-780-5808,9194 Hill Way,El Paso,HI,Japan,A9B 2T7,STR,2024-01-06,Suspended,12821.0,REP046,2024-11-15
CUST00532,John Harris,harrisj@company.com,+1-627-170-7493,8524 Oak Way,Jacksonville,ID,USA,97821,EDU,2024-05-31,Active,21432.12,REP035,2024-09-25
CUST00533,Precision Manufacturing,manufacturingp@business.net,9956517324,9706 Hill Blvd,Portland,VT,USA,51222,IND,2021-05-16,Inactive,6728.96,REP031,2024-01-14
CUST00534,Spectrum Brands,spectrum_brands#company.com,(279) 374-3165,,New York,MT,Mexico,S4F 9Q1,WHS,2022-06-04,Active,10683.35,REP010,
CUST00535,Global Solutions,global_solutions#hotmail.com,+1-832-495-2993,3202 Elm Way,Chicago,ME,USA,82487,GOV,2022-04-17,Inactive,32528.79,REP042,2023-04-11
CUST00536,Donna Allen,donna.allen@company.com,8508911276,6723 Maple St,Jacksonville,LA,Brazil,C6A 1N7,NPO,2021-04-08,Churned,4692.17,REP001,2023-12-22
CUST00537,Betty White,betty_white@example.org,4768914189,6976 Hill Rd,San Jose,OK,USA,84379,WHS,2022-09-05,Active,8049.35,REP039,2025-02-09
CUST00538,James King,james_king@company.com,9641798446,482 Cedar Blvd,New York,CO,USA,56990,IND,2022-04-25,Pending,31589.88,REP037,2024-09-28
CUST00539,Susan Harris,,4212208545,7586 Pine Ave,El Paso,WV,USA,88921,MID,2021-01-31,Inactive,4918.94,REP044,2022-10-12
CUST00540,Carol Scott,carol.scott@hotmail.com,+1-154-930-5330,2260 Oak Ln,El Paso,ME,USA,15946,EDU,2021-10-24,Inactive,25339.3,REP001,2023-05-21
CUST00541,Elizabeth Rodriguez,,324-821-6606,4662 Lake Blvd,Indianapolis,HI,Brazil,X5A 1C8,RET,2023-01-22,Active,45629.46,REP034,2024-06-13
CUST00542,Elite Services,eservices@company.com,1017253916,1889 Oak Ln,Philadelphia,NV,USA,57543,STR,2022-05-08,Inactive,43123.51,REP029,2022-11-08
CUST00543,Strategic Partners,strategic_partners@gmail.com,998-616-6116,9397 Hill Pl,Columbus,PA,USA,64018,EDU,2021-03-31,Churned,12928.83,REP031,2021-06-06
CUST00544,Anthony Campbell,acampbell@hotmail.com,136-364-6444,3101 Oak Pl,San Jose,IN,France,Q4K 3N9,SMB,2021-06-30,Suspended,13723.12,REP035,2024-12-29
CUST00545,Deborah Ramirez,ramirezd@company.com,(425) 919-4733,7399 Lake Dr,Nashville,AR,USA,53982,EDU,2023-07-07,Inactive,48049.95,REP011,2024-01-21
CUST00546,Summit Enterprises,enterprisess@gmail.com,339-202-2365,5482 Pine Pl,El Paso,MO,USA,32045,SMB,2024-05-01,Pending,31087.03,REP015,2024-05-18
CUST00547,Karen Hall,hallk@outlook.com,+1-180-427-2818,9737 Pine Pl,Boston,SC,USA,15744,IND,2021-06-20,Inactive,,REP013,2022-06-17
CUST00548,Ashley Hill,ahill@outlook.com,,4816 Cedar Dr,Portland,WA,USA,85887,ENT,2024-02-02,Churned,,REP003,2024-02-27
CUST00549,Sandra Williams,williamss@yahoo.com,2501466920,1257 Main St,Columbus,NY,USA,94426,SMB,2023-11-04,Active,21480.81,REP036,2024-08-21
CUST00550,Precision Manufacturing,manufacturingp#hotmail.com,(228) 833-4568,6532 Lake Pl,Fort Worth,WI,Mexico,A4F 6A2,IND,2023-06-19,Active,19036.2,REP017,2024-10-19
CUST00551,Omega Ventures,omega.ventures@business.net,(326) 415-6423,5935 Cedar St,Boston,WI,China,Q5H 1E2,ENT,2021-08-05,Churned,22259.18,REP009,2024-03-02
CUST00552,James Jackson,james_jackson@company.com,1473364936,3035 Main Blvd,San Francisco,MS,USA,43532,IND,2024-10-21,Active,,REP045,2025-01-14
CUST00553,James Lewis,james.lewis@company.com,+1-904-227-9556,9365 Oak Way,Houston,WY,USA,80193,EDU,2021-08-23,Churned,27575.0,REP047,2022-02-25
CUST00554,Christopher Torres,ctorres@company.com,7232589331,2924 Hill Dr,Austin,MD,Canada,E3X 8F1,SMB,2023-08-08,Active,10766.2,REP019,
CUST00555,Kenneth Anderson,kenneth.anderson@outlook.com,(980) 637-2797,2190 Main Rd,Los Angeles,LA,Mexico,E3W 8P6,MID,2021-10-05,Inactive,5251.45,REP024,2022-08-19
CUST00556,John Roberts,jroberts@hotmail.com,(944) 158-6643,8902 Cedar Blvd,Portland,CA,USA,88409,ENT,2021-09-25,Active,44184.67,REP044,2024-07-21
CUST00557,Robert Walker,rwalker@business.net,940-382-2095,2041 Washington Pl,New York,NC,USA,58309,NPO,2022-09-04,Inactive,45379.82,REP030,2023-09-26
CUST00558,John Harris,harrisj@outlook.com,,3781 Washington Ln,New York,MD,USA,69456,STR,2022-04-24,Active,8530.27,REP009,2024-07-08
CUST00559,Linda Garcia,garcial@business.net,7088032607,2516 Cedar Dr,Nashville,CO,USA,59842,GOV,2022-08-29,Churned,28029.31,REP016,2023-01-26
CUST00560,George Jackson,george.jackson@yahoo.com,+1-968-784-9667,4475 Elm Pl,Portland,WA,USA,98491,GOV,2023-08-02,Churned,39823.7,REP026,2024-02-09
CUST00561,George Moore,mooreg@hotmail.com,+1-541-313-5593,4778 Elm St,Seattle,VT,Brazil,T5Q 2K3,NPO,2025-01-18,Active,16222.52,REP024,2025-03-01
CUST00562,Betty Martin,betty.martin@example.org,372-285-7304,4160 Maple Way,Houston,MD,USA,37982,SMB,2023-07-04,Inactive,20691.2,REP043,2024-01-06
CUST00563,Joseph Miller,millerj@company.com,+1-557-194-5601,4677 Maple Way,Indianapolis,NJ,USA,95260,IND,2024-10-26,Active,,REP042,2024-10-30
CUST00564,Carol Baker,carol_baker@yahoo.com,,1114 Main Ln,Phoenix,NH,Canada,L6U,RET,2021-02-21,Pending,2376.95,REP002,2025-01-07
CUST00565,Donald Baker,donald_baker@gmail.com,8873227520,2092 Cedar Way,Washington,MN,USA,61218,MID,2021-12-31,Inactive,1436.77,REP042,2022-09-19
CUST00566,Fusion Technologies,fusion.technologies@yahoo.com,1013946957,3738 Elm Rd,Phoenix,IA,USA,55876,SMB,2021-09-19,Churned,4672.74,REP004,2023-10-23
CUST00567,Ashley Williams,ashley.williams@example.org,201-114-9050,1568 Lake Way,Nashville,WI,USA,62761,IND,2023-11-14,Churned,22186.55,REP017,2024-02-17
CUST00568,Pinnacle Systems,systemsp@example.org,834-935-4016,5630 Cedar Ln,Boston,AR,UK,U8Z 4C2,RET,2021-11-09,Inactive,,REP032,2022-08-26
CUST00569,Horizon Group,grouph@business.net,6209035699,3855 Lake Ln,Fort Worth,CA,USA,72409,SMB,2024-10-02,Active,12646.21,REP005,2024-12-21
CUST00570,Kenneth Nelson,nelsonk@company.com,+1-706-316-6259,3128 Main Pl,New York,FL,USA,30748,SMB,2021-05-18,Inactive,ERROR,REP032,2023-06-11
CUST00571,Acme Ltd,acme_ltd@company.com,320-175-3702,7273 Washington St,San Francisco,MI,USA,80092,WHS,2021-05-31,Inactive,27280.36,REP023,2022-07-18
CUST00572,Pinnacle Systems,systemsp@example.org,+1-248-146-3597,485 Elm Pl,Fort Worth,LA,Brazil,Z5P 1W1,SMB,2024-03-16,Suspended,48411.66,REP030,
CUST00573,Nancy Wright,nancy_wright@gmail.com,+1-978-438-1541,5256 Cedar Pl,San Antonio,AZ,USA,45703,WHS,2024-09-24,Active,9404.93,REP030,2025-01-13
CUST00574,Linda Green,greenl@yahoo.com,5735234381,5010 Cedar Ave,Austin,SC,USA,83346,WHS,2024-03-04,Active,30625.03,REP023,2025-01-30
CUST00575,Anthony Nelson,nelsona@business.net,+1-683-717-5007,4618 Lake Dr,San Diego,OR,Australia,Q9F 3H1,WHS,2023-06-10,Churned,21064.4,REP039,2024-02-18
CUST00576,George Wilson,george.wilson@example.org,+1-217-981-8843,5037 Hill Ln,San Antonio,ME,USA,58567,EDU,2024-03-24,Pending,29321.7,REP050,2025-03-01
CUST00577,Horizon Group,horizon.group@yahoo.com,+1-209-239-2880,6546 Elm Way,San Antonio,MI,USA,71781,SMB,2022-09-11,Churned,21569.18,REP006,2023-06-22
CUST00578,Michelle Wilson,michelle.wilson@outlook.com,(328) 655-7078,4174 Cedar Dr,San Francisco,ME,USA,95986,ENT,2021-05-21,Churned,,REP029,2022-11-06
CUST00579,Anthony Allen,anthony.allen@business.net,5483922055,4417 Cedar St,San Jose,IN,USA,80328,EDU,2025-02-27,Pending,8252.14,REP036,2025-03-24
CUST00580,Karen Ramirez,karen.ramirez@example.org,109-239-1266,263 Cedar St,San Diego,IL,USA,18876,ENT,2023-03-12,Inactive,21446.04,REP030,2024-02-21
CUST00581,James Lewis,jlewis@example.org,157-180-3835,575 Cedar Dr,Nashville,FL,USA,70090,ENT,2023-05-25,Churned,39997.79,REP048,2023-10-17
CUST00582,Stephanie Johnson,sjohnson@yahoo.com,+1-573-847-2664,4367 Washington Ave,Washington,RI,Mexico,B7L 9H9,IND,2021-07-06,Inactive,33914.15,REP041,2024-01-22
CUST00583,Catalyst Consulting,consultingc@hotmail.com,353-597-5081,1733 Maple Ave,Chicago,AR,USA,77307,SMB,2021-11-15,Inactive,17398.12,REP045,2023-08-25
CUST00584,Deborah Flores,dflores@example.org,7124252792,1771 Maple Blvd,Phoenix,NY,Germany,R8F 3A6,GOV,2021-04-13,Active,5738.04,REP012,2025-01-13
CUST00585,Christopher Baker,christopher.baker@business.net,(396) 401-5948,4539 Lake St,Philadelphia,AL,Brazil,Y9V 6C6,STR,2022-06-18,Churned,22464.93,REP017,2024-02-13
CUST00586,Susan Sanchez,susan.sanchez@business.net,1175282319,5822 Hill Ave,Phoenix,RI,USA,85065,MID,2023-05-25,Suspended,14363.29,REP005,2025-03-04
CUST00587,Stephanie Clark,stephanie.clark@business.net,(574) 784-3525,7169 Washington Ave,Austin,TX,USA,94712,RET,2022-03-24,Inactive,9807.13,REP047,2022-06-18
CUST00588,Precision Manufacturing,precision.manufacturing@business.net,481-867-5850,7234 Hill Way,Seattle,NY,Germany,D2Q 6I9,RET,2021-03-31,Inactive,,REP020,2022-10-10
CUST00589,Amanda Smith,amanda_smith@company.com,(421) 633-6362,9861 Washington Blvd,San Antonio,ME,USA,28469,NPO,2021-03-29,Inactive,9034.38,REP013,2023-06-02
CUST00590,Prime Industries,prime_industries@business.net,(681) 891-2833,2735 Hill Rd,Houston,WV,USA,66621,NPO,2021-04-04,Inactive,36901.27,REP048,2022-11-07
CUST00591,ABC Corp,acorp@hotmail.com,4636663651,2900 Main St,San Francisco,MT,USA,69950,NPO,2022-12-14,Inactive,42903.95,REP012,2023-07-03
CUST00592,Jessica Allen,jallen@yahoo.com,+1-281-507-8452,1880 Main Ave,San Antonio,GA,USA,36361,STR,2024-06-02,Suspended,7702.49,REP044,2024-12-16
CUST00593,Steven Campbell,campbells@company.com,515-593-9077,202 Hill Ave,Boston,LA,USA,26703,IND,2022-04-04,Inactive,47830.47,REP008,2024-03-19
CUST00594,Steven Hall,halls@business.net,4778127541,2898 Elm Ave,Phoenix,MA,USA,76483,WHS,2021-08-15,Churned,47625.96,REP022,2023-08-06
CUST00595,Joshua Moore,jmoore@business.net,1648828174,8036 Main St,Seattle,RI,USA,75277,GOV,2024-10-06,Suspended,34310.64,REP037,2025-01-25
CUST00596,Elite Services,servicese@hotmail.com,+1-489-399-9744,261 Maple Way,New York,MA,Canada,B3M 3O1,NPO,2022-02-01,Active,27688.56,REP004,2024-11-29
CUST00597,Precision Manufacturing,precision.manufacturing@gmail.com,+1-664-342-8761,6915 Cedar St,Phoenix,NH,USA,16192,SMB,2023-12-31,Active,34014.89,REP047,2025-03-01
CUST00598,Amanda Sanchez,sancheza@outlook.com,(296) 945-8180,2038 Hill Pl,Philadelphia,NE,USA,9036,NPO,2021-07-28,Pending,34427.81,REP004,2024-11-21
CUST00599,Prime Industries,prime_industries@hotmail.com,2194316639,7926 Maple Ln,Columbus,WY,USA,33697,ENT,2021-09-27,Pending,16656.08,REP014,2025-02-09
CUST00600,Carol Nelson,nelsonc@company.com,(328) 715-8161,8113 Oak Blvd,San Jose,MI,USA,31787,WHS,2022-08-27,Inactive,ERROR,REP026,2023-11-20
CUST00601,Summit Enterprises,summit_enterprises@yahoo.com,849-352-6677,9675 Pine Blvd,El Paso,MN,USA,23291,NPO,2025-01-08,Active,25167.62,REP032,2025-03-09
CUST00602,Jennifer Lewis,jlewis@business.net,8902445875,8765 Pine Ave,San Francisco,DE,USA,84852,IND,2021-05-17,Churned,14540.31,REP039,2021-09-06
CUST00603,Nexus Corporation,ncorporation@yahoo.com,(345) 945-9538,5877 Maple Pl,Seattle,NM,USA,82725,NPO,2023-11-12,Active,34245.13,REP021,2024-08-11
CUST00604,Spectrum Brands,sbrands@hotmail.com,(678) 984-2759,7951 Lake Way,Philadelphia,PA,Brazil,J4G 7E5,NPO,2023-04-17,Inactive,21557.58,REP022,2024-03-16
CUST00605,Strategic Partners,spartners@company.com,+1-653-708-7710,,Dallas,WV,China,Y8S 6O3,RET,2021-03-01,Active,18609.67,REP050,2025-01-11
CUST00606,Lisa Green,lgreen@company.com,6416534072,1442 Lake St,Austin,WI,USA,44431,EDU,2024-12-25,Active,39516.39,REP014,2025-03-08
CUST00607,Timothy Hernandez,hernandezt@gmail.com,(969) 649-2869,471 Maple Ave,San Francisco,NJ,USA,29373,RET,2023-12-08,Pending,46238.12,REP038,2024-06-25
CUST00608,Vertex Holdings,vholdings@example.org,(784) 426-4197,270 Cedar Blvd,Denver,NM,USA,51307,EDU,2024-09-07,Suspended,36203.0,REP003,2024-11-26
CUST00609,Brian King,kingb@gmail.com,6083107211,2391 Lake Ave,San Antonio,VT,USA,62552,WHS,2022-11-03,Pending,17726.17,REP040,2025-02-26
CUST00610,ABC Corp,acorp@outlook.com,(981) 495-7153,6323 Pine Rd,Fort Worth,UT,USA,76592,STR,2024-01-21,Active,9167.37,REP002,2024-07-03
CUST00611,Paul Hill,phill@yahoo.com,+1-178-135-2717,3454 Elm Dr,Columbus,KY,USA,26310,SMB,2023-05-14,Active,28054.8,REP001,2025-03-09
CUST00612,Pinnacle Systems,systemsp@example.org,(792) 377-8426,,Dallas,VT,USA,89536,SMB,2021-10-20,Active,8739.35,REP035,2024-07-12
CUST00613,Karen Flores,karen.flores@gmail.com,(885) 436-9808,7060 Hill Ave,Houston,WI,USA,45519,SMB,2023-11-09,Active,47360.84,REP038,2024-06-28
CUST00614,Kimberly Jones,kimberly.jones@outlook.com,+1-196-338-1138,3262 Hill Way,New York,ID,USA,55702,GOV,2023-11-05,Active,48497.43,REP017,2025-03-24
CUST00615,Summit Enterprises,enterprisess@outlook.com,(806) 6065458,8008 Pine Ave,Boston,GA,USA,71029,SMB,2024-06-05,Suspended,36795.4,REP031,2024-06-22
CUST00616,Omega Ventures,omega.ventures@example.org,1362976004,8715 Washington Ave,Nashville,MO,USA,29570,RET,2023-04-14,Inactive,34753.48,REP011,2023-11-09
CUST00617,Tech Innovations,tinnovations@example.org,(301) 519-9908,1669 Lake Rd,Phoenix,MI,Brazil,A8G 8C4,SMB,2021-03-07,Active,8666.09,REP006,2024-07-06
CUST00618,Precision Manufacturing,pmanufacturing@hotmail.com,6609272120,203 Lake Dr,San Jose,KS,USA,28966,STR,2021-03-26,Churned,14727.47,REP009,2024-02-02
CUST00619,Tech Innovations,tech.innovations@outlook.com,697-378-5998,6257 Main Rd,El Paso,ID,USA,51393,ENT,2023-03-25,Inactive,6614.44,REP027,2023-04-09
CUST00620,Spectrum Brands,brandss@example.org,137-234-2732,7142 Hill Way,Portland,VT,USA,80236,NPO,2025-01-14,Active,27844.53,REP033,2025-03-26
CUST00621,William Wilson,wwilson@outlook.com,(336) 548-2451,924 Washington Rd,Fort Worth,RI,Mexico,Z6H 5R5,RET,2023-08-08,Active,22507.46,REP003,2024-08-30
CUST00622,Linda Anderson,linda.anderson@business.net,8028603431,132 Main St,New York,OK,USA,48232,NPO,2024-03-21,Active,29727.81,REP040,2024-12-16
CUST00623,Catalyst Consulting,cconsulting@gmail.com,5678599715,832 Washington St,Seattle,WA,USA,20774,RET,2024-03-09,Active,49998.75,REP025,2024-04-24
CUST00624,XYZ Inc,xyz.inc@gmail.com,187-425-2514,9493 Pine Blvd,New York,IL,USA,97127,SMB,2024-04-22,Active,,REP049,2025-01-10
CUST00625,Delta Dynamics,dynamicsd@company.com,833-154-2564,8932 Oak Blvd,Phoenix,TN,USA,47877,SMB,2023-07-04,Active,44545.08,REP010,2024-05-28
CUST00626,Vertex Holdings,vertex.holdings@example.org,+1-401-189-3612,1856 Hill Ave,El Paso,NE,Mexico,K6S 1J7,ENT,2023-10-15,Suspended,3135.53,REP039,2024-07-09
CUST00627,XYZ Inc,xinc@company.com,+1-170-459-2467,288 Lake Way,Columbus,WI,USA,43888,GOV,2023-04-17,Inactive,2395.57,REP020,2023-05-11
CUST00628,Elizabeth Lewis,elizabeth.lewis@company.com,(861) 9174358,8147 Washington Blvd,Philadelphia,MA,USA,26543,IND,2023-05-09,Churned,9245.32,REP029,2023-12-19
CUST00629,Steven Sanchez,ssanchez@yahoo.com,9097385807,7752 Oak Blvd,Denver,AR,USA,14784,NPO,2023-05-07,Active,5531.77,REP033,2024-06-06
CUST00630,Andrew Walker,walkera@outlook.com,+1-254-188-6509,5937 Maple Ln,Dallas,OR,USA,6194,GOV,2022-09-10,Inactive,32176.62,REP006,2023-02-06
CUST00631,Michael Nelson,michael.nelson@company.com,,3925 Pine Rd,Austin,UT,USA,75888,MID,2024-12-25,Active,26458.93,REP018,2025-03-13
CUST00632,Anthony Wright,awright@outlook.com,934-999-7079,580 Oak Way,Los Angeles,MD,USA,65559,SMB,2021-02-17,Churned,12061.9,REP010,2023-05-27
CUST00633,Catalyst Consulting,cconsulting@gmail.com,(926) 382-1531,,Los Angeles,WY,USA,60849,MID,2021-04-30,Inactive,47001.35,REP044,2022-06-18
CUST00634,Timothy Brown,brownt@hotmail.com,(109) 743-2973,7842 Maple Pl,Indianapolis,WV,USA,71339,WHS,2025-01-18,Active,35781.44,REP030,2025-03-23
CUST00635,Delta Dynamics,delta.dynamics@example.org,357-592-9034,760 Lake Way,Seattle,CT,USA,47590,RET,2021-02-26,Suspended,ERROR,REP036,2024-04-02
CUST00636,Daniel Robinson,daniel.robinson@outlook.com,+1-699-138-7298,7569 Pine Way,El Paso,NM,USA,99422,EDU,2023-10-23,Inactive,ERROR,REP008,2023-11-24
CUST00637,Vertex Holdings,vertex_holdings@yahoo.com,+1-932-764-9563,3571 Oak Rd,Denver,FL,USA,75980,ENT,2021-10-18,Churned,609.92,REP007,2022-04-19
CUST00638,Joshua Jones,joshua_jones#hotmail.com,815-397-7623,5176 Hill Ave,Chicago,AL,USA,46193,IND,2021-02-01,Inactive,38458.5,REP010,2022-11-10
CUST00639,Donna Ramirez,donna.ramirez@example.org,(178) 559-9072,5692 Elm Dr,Phoenix,MO,USA,88454,IND,2021-09-08,Churned,36744.16,REP002,2023-06-25
CUST00640,Prime Industries,prime_industries@gmail.com,946-612-8599,7983 Main Rd,Houston,NY,USA,79478,SMB,2025-02-20,Active,44444.5,REP019,2025-03-15
CUST00641,Nancy Allen,allenn@yahoo.com,,6925 Washington Dr,Phoenix,AL,USA,99547,STR,2022-10-27,Active,47285.21,REP046,2024-10-18
CUST00642,Nexus Corporation,nexus_corporation@company.com,516-787-1494,1042 Elm Ln,Portland,KS,USA,13329,RET,2024-01-29,Active,30238.81,REP010,2024-08-21
CUST00643,Andrew Clark,clarka@yahoo.com,4523603601,1361 Main Rd,Indianapolis,KY,USA,37532,NPO,2021-06-21,Churned,6598.87,REP047,2023-04-22
CUST00644,XYZ Inc,xyz_inc@outlook.com,(223) 603-2746,4834 Pine Way,Denver,OK,USA,23574,NPO,2021-12-26,Churned,492.4,REP038,2022-10-23
CUST00645,Susan Lopez,lopezs@gmail.com,9891738382,416 Cedar Ave,Fort Worth,IL,USA,54883,SMB,2021-03-02,Churned,14631.14,REP013,2022-03-06
